id,Año,Mes,Nmes,Fecha,Esfp,Arbol,Diam,Crecimiento,Cumm
474,2023,48,11,2023-12-18,ESFP5,11,3.55,-0.06000000000000005,3.55
475,2023,48,11,2023-12-18,ESFP9,6,20.73,0.0,11.900000000000013
476,2023,48,11,2023-12-18,ESFP9,12,2.72,0.0,2.52
477,2023,48,11,2023-12-18,ESFP13,1,27.92,0.0,1.20000000000001
478,2023,48,11,2023-12-18,ESFP13,2,38.5,-0.0999999999999801,11.899999999999977
479,2023,48,11,2023-12-18,ESFP16,5,3.14,0.0,0.10000000000000009
481,2024,49,1,2024-01-25,ESFP2,6,9.86,0.0,0.0
482,2024,49,1,2024-01-25,ESFP2,10,37.55,-0.10000000000005116,15.899999999999963
485,2024,49,1,2024-01-25,ESFP9,6,20.63,-1.0000000000000142,10.899999999999999
486,2024,49,1,2024-01-25,ESFP9,12,2.72,0.0,2.52
487,2024,49,1,2024-01-25,ESFP13,1,27.52,-4.000000000000021,-2.8000000000000114
488,2024,49,1,2024-01-25,ESFP13,2,38.51,0.0999999999999801,11.999999999999957
491,2024,50,2,2024-02-28,ESFP2,6,9.56,-2.9999999999999893,-2.9999999999999893
492,2024,50,2,2024-02-28,ESFP2,10,37.55,0.0,15.899999999999963
495,2024,50,2,2024-02-28,ESFP9,6,20.63,0.0,10.899999999999999
496,2024,50,2,2024-02-28,ESFP9,12,2.72,0.0,2.52
497,2024,50,2,2024-02-28,ESFP13,1,27.52,0.0,-2.8000000000000114
498,2024,50,2,2024-02-28,ESFP13,2,38.51,0.0,11.999999999999957
526,2024,52,4,2024-04-29,ESFP2,6,10.06,0.0,0.0
527,2024,52,4,2024-04-29,ESFP2,10,37.06,0.0,0.0
528,2024,52,4,2024-04-29,ESFP2,14,22.15,0.0,0.0
529,2024,52,4,2024-04-29,ESFP2,4,9.8,0.0,0.0
530,2024,52,4,2024-04-29,ESFP2,9,24.08,0.0,0.0
531,2024,52,4,2024-04-29,ESFP5,1,41.53,0.0,0.0
532,2024,52,4,2024-04-29,ESFP5,11,17.43,0.0,0.0
533,2024,52,4,2024-04-29,ESFP5,17,21.7,0.0,0.0
534,2024,52,4,2024-04-29,ESFP5,10,37.88,0.0,0.0
535,2024,52,4,2024-04-29,ESFP5,7,37.99,0.0,0.0
536,2024,52,4,2024-04-29,ESFP9,12,26.55,0.0,0.0
537,2024,52,4,2024-04-29,ESFP9,6,17.95,0.0,0.0
538,2024,52,4,2024-04-29,ESFP9,9,16.69,0.0,0.0
539,2024,52,4,2024-04-29,ESFP9,1,26.17,0.0,0.0
540,2024,52,4,2024-04-29,ESFP9,3,17.43,0.0,0.0
541,2024,52,4,2024-04-29,ESFP13,1,26.33,0.0,0.0
542,2024,52,4,2024-04-29,ESFP13,2,38.09,0.0,0.0
543,2024,52,4,2024-04-29,ESFP13,5,27.14,0.0,0.0
544,2024,52,4,2024-04-29,ESFP13,20,23.61,0.0,0.0
545,2024,52,4,2024-04-29,ESFP13,4,36.5,0.0,0.0
546,2024,52,4,2024-04-29,ESFP16,5,14.34,0.0,0.0
547,2024,52,4,2024-04-29,ESFP16,15,17.67,0.0,0.0
548,2024,52,4,2024-04-29,ESFP16,10,11.65,0.0,0.0
549,2024,52,4,2024-04-29,ESFP16,3,10.05,0.0,0.0
550,2024,52,4,2024-04-29,ESFP16,19,10.0,0.0,0.0
551,2024,53,5,2024-05-29,ESFP2,6,10.06,0.0,0.0
552,2024,53,5,2024-05-29,ESFP2,10,37.04,-0.20000000000003126,-0.20000000000003126
553,2024,53,5,2024-05-29,ESFP2,14,22.14,-0.0999999999999801,-0.0999999999999801
554,2024,53,5,2024-05-29,ESFP2,4,9.8,0.0,0.0
555,2024,53,5,2024-05-29,ESFP2,9,24.07,-0.0999999999999801,-0.0999999999999801
556,2024,53,5,2024-05-29,ESFP5,1,41.5,-0.30000000000001137,-0.30000000000001137
557,2024,53,5,2024-05-29,ESFP5,11,17.42,-0.0999999999999801,-0.0999999999999801
558,2024,53,5,2024-05-29,ESFP5,17,21.65,-0.5000000000000071,-0.5000000000000071
559,2024,53,5,2024-05-29,ESFP5,10,37.82,-0.6000000000000227,-0.6000000000000227
560,2024,53,5,2024-05-29,ESFP5,7,37.97,-0.20000000000003126,-0.20000000000003126
561,2024,53,5,2024-05-29,ESFP9,12,26.56,0.0999999999999801,0.0999999999999801
562,2024,53,5,2024-05-29,ESFP9,6,17.95,0.0,0.0
563,2024,53,5,2024-05-29,ESFP9,9,16.69,0.0,0.0
564,2024,53,5,2024-05-29,ESFP9,1,26.13,-0.400000000000027,-0.400000000000027
565,2024,53,5,2024-05-29,ESFP9,3,17.44,0.10000000000001563,0.10000000000001563
566,2024,53,5,2024-05-29,ESFP13,1,26.32,-0.0999999999999801,-0.0999999999999801
567,2024,53,5,2024-05-29,ESFP13,2,38.09,0.0,0.0
568,2024,53,5,2024-05-29,ESFP13,5,27.13,-0.10000000000001563,-0.10000000000001563
569,2024,53,5,2024-05-29,ESFP13,20,23.59,-0.19999999999999574,-0.19999999999999574
570,2024,53,5,2024-05-29,ESFP13,4,36.5,0.0,0.0
571,2024,53,5,2024-05-29,ESFP16,5,14.32,-0.19999999999999574,-0.19999999999999574
572,2024,53,5,2024-05-29,ESFP16,15,17.63,-0.400000000000027,-0.400000000000027
573,2024,53,5,2024-05-29,ESFP16,10,11.65,0.0,0.0
574,2024,53,5,2024-05-29,ESFP16,3,10.05,0.0,0.0
575,2024,53,5,2024-05-29,ESFP16,19,10.0,0.0,0.0
576,2024,54,6,2024-06-29,ESFP2,6,10.05,-0.09999999999999787,-0.09999999999999787
577,2024,54,6,2024-06-29,ESFP2,10,37.06,0.20000000000003126,0.0
578,2024,54,6,2024-06-29,ESFP2,14,22.14,0.0,-0.0999999999999801
579,2024,54,6,2024-06-29,ESFP2,4,9.8,0.0,0.0
580,2024,54,6,2024-06-29,ESFP2,9,24.07,0.0,-0.0999999999999801
581,2024,54,6,2024-06-29,ESFP5,1,41.45,-0.4999999999999716,-0.799999999999983
582,2024,54,6,2024-06-29,ESFP5,11,17.4,-0.20000000000003126,-0.30000000000001137
583,2024,54,6,2024-06-29,ESFP5,17,21.6,-0.4999999999999716,-0.9999999999999787
584,2024,54,6,2024-06-29,ESFP5,10,37.78,-0.3999999999999915,-1.0000000000000142
585,2024,54,6,2024-06-29,ESFP5,7,37.97,0.0,-0.20000000000003126
586,2024,54,6,2024-06-29,ESFP9,12,26.57,0.10000000000001563,0.19999999999999574
587,2024,54,6,2024-06-29,ESFP9,6,17.96,0.10000000000001563,0.10000000000001563
588,2024,54,6,2024-06-29,ESFP9,9,16.69,0.0,0.0
589,2024,54,6,2024-06-29,ESFP9,1,26.11,-0.19999999999999574,-0.6000000000000227
590,2024,54,6,2024-06-29,ESFP9,3,17.45,0.0999999999999801,0.19999999999999574
591,2024,54,6,2024-06-29,ESFP13,1,26.31,-0.10000000000001563,-0.19999999999999574
592,2024,54,6,2024-06-29,ESFP13,2,38.09,0.0,0.0
593,2024,54,6,2024-06-29,ESFP13,5,27.1,-0.29999999999997584,-0.3999999999999915
594,2024,54,6,2024-06-29,ESFP13,20,23.51,-0.799999999999983,-0.9999999999999787
595,2024,54,6,2024-06-29,ESFP13,4,36.5,0.0,0.0
596,2024,54,6,2024-06-29,ESFP16,5,14.3,-0.19999999999999574,-0.3999999999999915
597,2024,54,6,2024-06-29,ESFP16,15,17.6,-0.29999999999997584,-0.7000000000000028
598,2024,54,6,2024-06-29,ESFP16,10,11.64,-0.09999999999999787,-0.09999999999999787
599,2024,54,6,2024-06-29,ESFP16,3,10.06,0.09999999999999787,0.09999999999999787
600,2024,54,6,2024-06-29,ESFP16,19,10.0,0.0,0.0
601,2024,55,7,2024-07-29,ESFP2,6,10.06,0.09999999999999787,0.0
602,2024,55,7,2024-07-29,ESFP2,10,36.98,-0.800000000000054,-0.800000000000054
603,2024,55,7,2024-07-29,ESFP2,14,22.14,0.0,-0.0999999999999801
604,2024,55,7,2024-07-29,ESFP2,4,9.8,0.0,0.0
605,2024,55,7,2024-07-29,ESFP2,9,24.03,-0.3999999999999915,-0.4999999999999716
606,2024,55,7,2024-07-29,ESFP5,1,41.44,-0.10000000000005116,-0.9000000000000341
607,2024,55,7,2024-07-29,ESFP5,11,17.4,0.0,-0.30000000000001137
608,2024,55,7,2024-07-29,ESFP5,17,21.59,-0.10000000000001563,-1.0999999999999943
609,2024,55,7,2024-07-29,ESFP5,10,37.77,-0.0999999999999801,-1.0999999999999943
610,2024,55,7,2024-07-29,ESFP5,7,37.6,-3.6999999999999744,-3.9000000000000057
611,2024,55,7,2024-07-29,ESFP9,12,26.57,0.0,0.19999999999999574
612,2024,55,7,2024-07-29,ESFP9,6,17.96,0.0,0.10000000000001563
613,2024,55,7,2024-07-29,ESFP9,9,16.69,0.0,0.0
614,2024,55,7,2024-07-29,ESFP9,1,26.11,0.0,-0.6000000000000227
615,2024,55,7,2024-07-29,ESFP9,3,17.45,0.0,0.19999999999999574
616,2024,55,7,2024-07-29,ESFP13,1,26.32,0.10000000000001563,-0.0999999999999801
617,2024,55,7,2024-07-29,ESFP13,2,38.1,0.0999999999999801,0.0999999999999801
618,2024,55,7,2024-07-29,ESFP13,5,27.12,0.19999999999999574,-0.19999999999999574
619,2024,55,7,2024-07-29,ESFP13,20,23.55,0.3999999999999915,-0.5999999999999872
620,2024,55,7,2024-07-29,ESFP13,4,36.45,-0.4999999999999716,-0.4999999999999716
621,2024,55,7,2024-07-29,ESFP16,5,14.3,0.0,-0.3999999999999915
622,2024,55,7,2024-07-29,ESFP16,15,17.6,0.0,-0.7000000000000028
623,2024,55,7,2024-07-29,ESFP16,10,11.64,0.0,-0.09999999999999787
624,2024,55,7,2024-07-29,ESFP16,3,10.06,0.0,0.09999999999999787
625,2024,55,7,2024-07-29,ESFP16,19,10.0,0.0,0.0
