id,Año,Mes,Nmes,Fecha,Esfp,Porcion,MO
831,2021,23,11,2021-12-01,ESFP13,Flores,0.36
832,2021,23,11,2021-12-01,ESFP13,Heces,0.18
833,2021,23,11,2021-12-01,ESFP13,Otros,0.0
834,2021,23,11,2021-12-01,ESFP16,Ramas,0.0
835,2021,23,11,2021-12-01,ESFP16,Corteza,2.27
836,2021,23,11,2021-12-01,ESFP16,Acículas,0.0
837,2021,23,11,2021-12-01,ESFP16,Piñas,0.0
838,2021,23,11,2021-12-01,ESFP16,Flores,0.36
839,2021,23,11,2021-12-01,ESFP16,Heces,0.0
840,2021,23,11,2021-12-01,ESFP16,Otros,0.36
841,2021,24,12,2022-01-19,ESFP2,Ramas,0.0
842,2021,24,12,2022-01-19,ESFP2,Corteza,12.64
843,2021,24,12,2022-01-19,ESFP2,Acículas,2.91
844,2021,24,12,2022-01-19,ESFP2,Piñas,27.36
845,2021,24,12,2022-01-19,ESFP2,Flores,2.73
846,2021,24,12,2022-01-19,ESFP2,Heces,25.91
847,2021,24,12,2022-01-19,ESFP2,Otros,7.82
848,2021,24,12,2022-01-19,ESFP5,Ramas,0.0
849,2021,24,12,2022-01-19,ESFP5,Corteza,0.0
850,2021,24,12,2022-01-19,ESFP5,Acículas,0.09
851,2021,24,12,2022-01-19,ESFP5,Piñas,0.0
852,2021,24,12,2022-01-19,ESFP5,Flores,0.18
853,2021,24,12,2022-01-19,ESFP5,Heces,0.0
854,2021,24,12,2022-01-19,ESFP5,Otros,0.0
855,2021,24,12,2022-01-19,ESFP9,Ramas,0.0
856,2021,24,12,2022-01-19,ESFP9,Corteza,0.64
857,2021,24,12,2022-01-19,ESFP9,Acículas,0.0
858,2021,24,12,2022-01-19,ESFP9,Piñas,0.0
859,2021,24,12,2022-01-19,ESFP9,Flores,0.27
860,2021,24,12,2022-01-19,ESFP9,Heces,0.0
861,2021,24,12,2022-01-19,ESFP9,Otros,0.0
862,2021,24,12,2022-01-19,ESFP13,Ramas,0.0
863,2021,24,12,2022-01-19,ESFP13,Corteza,1.45
864,2021,24,12,2022-01-19,ESFP13,Acículas,0.0
865,2021,24,12,2022-01-19,ESFP13,Piñas,0.0
866,2021,24,12,2022-01-19,ESFP13,Flores,0.0
867,2021,24,12,2022-01-19,ESFP13,Heces,0.0
868,2021,24,12,2022-01-19,ESFP13,Otros,0.0
869,2021,24,12,2022-01-19,ESFP16,Ramas,0.27
870,2021,24,12,2022-01-19,ESFP16,Corteza,6.36
871,2021,24,12,2022-01-19,ESFP16,Acículas,11.0
872,2021,24,12,2022-01-19,ESFP16,Piñas,0.64
873,2021,24,12,2022-01-19,ESFP16,Flores,1.45
874,2021,24,12,2022-01-19,ESFP16,Heces,91.36
875,2021,24,12,2022-01-19,ESFP16,Otros,0.0
876,2022,25,1,2022-02-11,ESFP2,Ramas,0.27
877,2022,25,1,2022-02-11,ESFP2,Corteza,6.36
878,2022,25,1,2022-02-11,ESFP2,Acículas,11.0
879,2022,25,1,2022-02-11,ESFP2,Piñas,0.64
880,2022,25,1,2022-02-11,ESFP2,Flores,1.45
881,2022,25,1,2022-02-11,ESFP2,Heces,91.36
882,2022,25,1,2022-02-11,ESFP2,Otros,0.0
890,2022,25,1,2022-02-11,ESFP9,Ramas,0.0
891,2022,25,1,2022-02-11,ESFP9,Corteza,1.64
892,2022,25,1,2022-02-11,ESFP9,Acículas,0.0
893,2022,25,1,2022-02-11,ESFP9,Piñas,0.0
894,2022,25,1,2022-02-11,ESFP9,Flores,0.0
895,2022,25,1,2022-02-11,ESFP9,Heces,0.0
896,2022,25,1,2022-02-11,ESFP9,Otros,0.0
897,2022,25,1,2022-02-11,ESFP13,Ramas,0.0
898,2022,25,1,2022-02-11,ESFP13,Corteza,3.09
899,2022,25,1,2022-02-11,ESFP13,Acículas,8.45
900,2022,25,1,2022-02-11,ESFP13,Piñas,0.0
901,2022,25,1,2022-02-11,ESFP13,Flores,0.0
902,2022,25,1,2022-02-11,ESFP13,Heces,0.0
903,2022,25,1,2022-02-11,ESFP13,Otros,0.0
904,2022,25,1,2022-02-11,ESFP16,Ramas,0.55
905,2022,25,1,2022-02-11,ESFP16,Corteza,0.0
906,2022,25,1,2022-02-11,ESFP16,Acículas,5.91
907,2022,25,1,2022-02-11,ESFP16,Piñas,0.0
908,2022,25,1,2022-02-11,ESFP16,Flores,0.0
909,2022,25,1,2022-02-11,ESFP16,Heces,0.0
910,2022,25,1,2022-02-11,ESFP16,Otros,0.0
911,2022,26,2,2022-03-18,ESFP2,Ramas,203.55
912,2022,26,2,2022-03-18,ESFP2,Corteza,50.27
913,2022,26,2,2022-03-18,ESFP2,Acículas,240.0
914,2022,26,2,2022-03-18,ESFP2,Piñas,13.45
915,2022,26,2,2022-03-18,ESFP2,Flores,120.73
916,2022,26,2,2022-03-18,ESFP2,Heces,0.0
917,2022,26,2,2022-03-18,ESFP2,Otros,0.27
918,2022,26,2,2022-03-18,ESFP5,Ramas,0.0
919,2022,26,2,2022-03-18,ESFP5,Corteza,57.18
920,2022,26,2,2022-03-18,ESFP5,Acículas,17.18
921,2022,26,2,2022-03-18,ESFP5,Piñas,2.55
922,2022,26,2,2022-03-18,ESFP5,Flores,7.45
923,2022,26,2,2022-03-18,ESFP5,Heces,0.0
924,2022,26,2,2022-03-18,ESFP5,Otros,0.0
925,2022,26,2,2022-03-18,ESFP9,Ramas,0.0
926,2022,26,2,2022-03-18,ESFP9,Corteza,7.55
927,2022,26,2,2022-03-18,ESFP9,Acículas,5.18
928,2022,26,2,2022-03-18,ESFP9,Piñas,4.0
929,2022,26,2,2022-03-18,ESFP9,Flores,1.0
930,2022,26,2,2022-03-18,ESFP9,Heces,0.0
931,2022,26,2,2022-03-18,ESFP9,Otros,0.0
932,2022,26,2,2022-03-18,ESFP13,Ramas,0.0
933,2022,26,2,2022-03-18,ESFP13,Corteza,187.0
934,2022,26,2,2022-03-18,ESFP13,Acículas,9.36
935,2022,26,2,2022-03-18,ESFP13,Piñas,0.0
936,2022,26,2,2022-03-18,ESFP13,Flores,0.0
937,2022,26,2,2022-03-18,ESFP13,Heces,0.0
938,2022,26,2,2022-03-18,ESFP13,Otros,24.45
939,2022,26,2,2022-03-18,ESFP16,Ramas,0.0
940,2022,26,2,2022-03-18,ESFP16,Corteza,153.55
941,2022,26,2,2022-03-18,ESFP16,Acículas,3.0
942,2022,26,2,2022-03-18,ESFP16,Piñas,0.0
943,2022,26,2,2022-03-18,ESFP16,Flores,0.09
944,2022,26,2,2022-03-18,ESFP16,Heces,0.0
945,2022,26,2,2022-03-18,ESFP16,Otros,0.82
953,2022,27,3,2022-04-21,ESFP5,Ramas,0.0
954,2022,27,3,2022-04-21,ESFP5,Corteza,21.73
955,2022,27,3,2022-04-21,ESFP5,Acículas,0.0
956,2022,27,3,2022-04-21,ESFP5,Piñas,0.0
957,2022,27,3,2022-04-21,ESFP5,Flores,0.73
958,2022,27,3,2022-04-21,ESFP5,Heces,0.0
959,2022,27,3,2022-04-21,ESFP5,Otros,0.27
960,2022,27,3,2022-04-21,ESFP9,Ramas,0.0
961,2022,27,3,2022-04-21,ESFP9,Corteza,11.82
962,2022,27,3,2022-04-21,ESFP9,Acículas,7.36
963,2022,27,3,2022-04-21,ESFP9,Piñas,0.0
964,2022,27,3,2022-04-21,ESFP9,Flores,12.91
965,2022,27,3,2022-04-21,ESFP9,Heces,0.0
966,2022,27,3,2022-04-21,ESFP9,Otros,0.0
967,2022,27,3,2022-04-21,ESFP13,Ramas,0.91
968,2022,27,3,2022-04-21,ESFP13,Corteza,121.64
969,2022,27,3,2022-04-21,ESFP13,Acículas,3.09
970,2022,27,3,2022-04-21,ESFP13,Piñas,0.0
971,2022,27,3,2022-04-21,ESFP13,Flores,0.09
972,2022,27,3,2022-04-21,ESFP13,Heces,0.0
973,2022,27,3,2022-04-21,ESFP13,Otros,0.0
974,2022,27,3,2022-04-21,ESFP16,Ramas,0.0
975,2022,27,3,2022-04-21,ESFP16,Corteza,37.09
976,2022,27,3,2022-04-21,ESFP16,Acículas,2.36
977,2022,27,3,2022-04-21,ESFP16,Piñas,0.09
978,2022,27,3,2022-04-21,ESFP16,Flores,19.55
979,2022,27,3,2022-04-21,ESFP16,Heces,0.45
980,2022,27,3,2022-04-21,ESFP16,Otros,0.09
981,2022,28,4,2022-05-17,ESFP2,Ramas,30.64
982,2022,28,4,2022-05-17,ESFP2,Corteza,68.45
983,2022,28,4,2022-05-17,ESFP2,Acículas,2.64
984,2022,28,4,2022-05-17,ESFP2,Piñas,0.0
985,2022,28,4,2022-05-17,ESFP2,Flores,7.09
986,2022,28,4,2022-05-17,ESFP2,Heces,0.0
987,2022,28,4,2022-05-17,ESFP2,Otros,1.09
988,2022,28,4,2022-05-17,ESFP5,Ramas,0.0
989,2022,28,4,2022-05-17,ESFP5,Corteza,200.45
990,2022,28,4,2022-05-17,ESFP5,Acículas,16.91
991,2022,28,4,2022-05-17,ESFP5,Piñas,1169.91
992,2022,28,4,2022-05-17,ESFP5,Flores,3.09
993,2022,28,4,2022-05-17,ESFP5,Heces,0.0
994,2022,28,4,2022-05-17,ESFP5,Otros,7.64
995,2022,28,4,2022-05-17,ESFP9,Ramas,0.0
996,2022,28,4,2022-05-17,ESFP9,Corteza,21.36
997,2022,28,4,2022-05-17,ESFP9,Acículas,0.91
998,2022,28,4,2022-05-17,ESFP9,Piñas,0.0
999,2022,28,4,2022-05-17,ESFP9,Flores,16.09
1000,2022,28,4,2022-05-17,ESFP9,Heces,0.0
1001,2022,28,4,2022-05-17,ESFP9,Otros,0.27
1002,2022,28,4,2022-05-17,ESFP13,Ramas,0.0
1003,2022,28,4,2022-05-17,ESFP13,Corteza,46.09
1004,2022,28,4,2022-05-17,ESFP13,Acículas,4.09
1005,2022,28,4,2022-05-17,ESFP13,Piñas,0.0
1006,2022,28,4,2022-05-17,ESFP13,Flores,99.36
1007,2022,28,4,2022-05-17,ESFP13,Heces,0.0
1008,2022,28,4,2022-05-17,ESFP13,Otros,7.64
1009,2022,28,4,2022-05-17,ESFP16,Ramas,0.0
1010,2022,28,4,2022-05-17,ESFP16,Corteza,14.82
1011,2022,28,4,2022-05-17,ESFP16,Acículas,5.18
1012,2022,28,4,2022-05-17,ESFP16,Piñas,0.0
1013,2022,28,4,2022-05-17,ESFP16,Flores,47.09
1014,2022,28,4,2022-05-17,ESFP16,Heces,0.0
1015,2022,28,4,2022-05-17,ESFP16,Otros,0.09
1016,2022,29,5,2022-06-16,ESFP2,Ramas,15.36
1017,2022,29,5,2022-06-16,ESFP2,Corteza,0.0
1018,2022,29,5,2022-06-16,ESFP2,Acículas,237.45
1019,2022,29,5,2022-06-16,ESFP2,Piñas,12.0
1020,2022,29,5,2022-06-16,ESFP2,Flores,44.45
1021,2022,29,5,2022-06-16,ESFP2,Heces,0.0
1022,2022,29,5,2022-06-16,ESFP2,Otros,0.0
1023,2022,29,5,2022-06-16,ESFP5,Ramas,0.0
1024,2022,29,5,2022-06-16,ESFP5,Corteza,30.45
1025,2022,29,5,2022-06-16,ESFP5,Acículas,31.55
1026,2022,29,5,2022-06-16,ESFP5,Piñas,0.0
1027,2022,29,5,2022-06-16,ESFP5,Flores,28.09
1028,2022,29,5,2022-06-16,ESFP5,Heces,17.09
1029,2022,29,5,2022-06-16,ESFP5,Otros,26.36
1030,2022,29,5,2022-06-16,ESFP9,Ramas,0.0
1031,2022,29,5,2022-06-16,ESFP9,Corteza,28.64
1032,2022,29,5,2022-06-16,ESFP9,Acículas,107.09
1033,2022,29,5,2022-06-16,ESFP9,Piñas,9.82
1034,2022,29,5,2022-06-16,ESFP9,Flores,54.27
1035,2022,29,5,2022-06-16,ESFP9,Heces,0.0
1036,2022,29,5,2022-06-16,ESFP9,Otros,0.55
1037,2022,29,5,2022-06-16,ESFP13,Ramas,0.0
1038,2022,29,5,2022-06-16,ESFP13,Corteza,36.09
1039,2022,29,5,2022-06-16,ESFP13,Acículas,306.55
1040,2022,29,5,2022-06-16,ESFP13,Piñas,9.55
1041,2022,29,5,2022-06-16,ESFP13,Flores,57.27
1042,2022,29,5,2022-06-16,ESFP13,Heces,0.0
1043,2022,29,5,2022-06-16,ESFP13,Otros,0.0
1044,2022,29,5,2022-06-16,ESFP16,Ramas,0.0
1045,2022,29,5,2022-06-16,ESFP16,Corteza,160.82
1046,2022,29,5,2022-06-16,ESFP16,Acículas,143.64
1047,2022,29,5,2022-06-16,ESFP16,Piñas,0.0
1048,2022,29,5,2022-06-16,ESFP16,Flores,12.09
1049,2022,29,5,2022-06-16,ESFP16,Heces,0.0
1050,2022,29,5,2022-06-16,ESFP16,Otros,5.82
1051,2022,30,6,2022-07-13,ESFP2,Ramas,8.09
1052,2022,30,6,2022-07-13,ESFP2,Corteza,4.09
1053,2022,30,6,2022-07-13,ESFP2,Acículas,142.82
1054,2022,30,6,2022-07-13,ESFP2,Piñas,10.45
1055,2022,30,6,2022-07-13,ESFP2,Flores,2.09
1056,2022,30,6,2022-07-13,ESFP2,Heces,1.27
1057,2022,30,6,2022-07-13,ESFP2,Otros,0.45
1058,2022,30,6,2022-07-13,ESFP5,Ramas,1.09
1059,2022,30,6,2022-07-13,ESFP5,Corteza,2.64
1060,2022,30,6,2022-07-13,ESFP5,Acículas,5.09
1061,2022,30,6,2022-07-13,ESFP5,Piñas,0.82
1062,2022,30,6,2022-07-13,ESFP5,Flores,30.73
1063,2022,30,6,2022-07-13,ESFP5,Heces,0.09
1064,2022,30,6,2022-07-13,ESFP5,Otros,0.55
1065,2022,30,6,2022-07-13,ESFP9,Ramas,0.0
1066,2022,30,6,2022-07-13,ESFP9,Corteza,2.45
1067,2022,30,6,2022-07-13,ESFP9,Acículas,472.0
1068,2022,30,6,2022-07-13,ESFP9,Piñas,3.09
1069,2022,30,6,2022-07-13,ESFP9,Flores,13.64
1070,2022,30,6,2022-07-13,ESFP9,Heces,0.0
1071,2022,30,6,2022-07-13,ESFP9,Otros,0.27
1072,2022,30,6,2022-07-13,ESFP13,Ramas,0.0
1073,2022,30,6,2022-07-13,ESFP13,Corteza,21.36
1074,2022,30,6,2022-07-13,ESFP13,Acículas,68.82
1075,2022,30,6,2022-07-13,ESFP13,Piñas,0.0
1076,2022,30,6,2022-07-13,ESFP13,Flores,21.64
1077,2022,30,6,2022-07-13,ESFP13,Heces,1.09
1078,2022,30,6,2022-07-13,ESFP13,Otros,0.0
1079,2022,30,6,2022-07-13,ESFP16,Ramas,0.0
1080,2022,30,6,2022-07-13,ESFP16,Corteza,2.73
1081,2022,30,6,2022-07-13,ESFP16,Acículas,121.73
1082,2022,30,6,2022-07-13,ESFP16,Piñas,0.0
1083,2022,30,6,2022-07-13,ESFP16,Flores,6.73
1084,2022,30,6,2022-07-13,ESFP16,Heces,2.27
1085,2022,30,6,2022-07-13,ESFP16,Otros,0.0
1086,2022,31,7,2022-08-17,ESFP2,Ramas,274.45
1087,2022,31,7,2022-08-17,ESFP2,Corteza,55.91
1088,2022,31,7,2022-08-17,ESFP2,Acículas,1345.36
1089,2022,31,7,2022-08-17,ESFP2,Piñas,611.64
1090,2022,31,7,2022-08-17,ESFP2,Flores,1.45
1091,2022,31,7,2022-08-17,ESFP2,Heces,0.0
1092,2022,31,7,2022-08-17,ESFP2,Otros,3.73
1093,2022,31,7,2022-08-17,ESFP5,Ramas,2648.82
1094,2022,31,7,2022-08-17,ESFP5,Corteza,51.91
1095,2022,31,7,2022-08-17,ESFP5,Acículas,583.36
1096,2022,31,7,2022-08-17,ESFP5,Piñas,27.18
1097,2022,31,7,2022-08-17,ESFP5,Flores,103.0
1098,2022,31,7,2022-08-17,ESFP5,Heces,0.0
1099,2022,31,7,2022-08-17,ESFP5,Otros,5.0
1100,2022,31,7,2022-08-17,ESFP9,Ramas,0.64
1101,2022,31,7,2022-08-17,ESFP9,Corteza,96.55
1102,2022,31,7,2022-08-17,ESFP9,Acículas,248.36
1103,2022,31,7,2022-08-17,ESFP9,Piñas,67.73
1104,2022,31,7,2022-08-17,ESFP9,Flores,7.82
1105,2022,31,7,2022-08-17,ESFP9,Heces,4.18
1106,2022,31,7,2022-08-17,ESFP9,Otros,0.55
1107,2022,31,7,2022-08-17,ESFP13,Ramas,49.82
1108,2022,31,7,2022-08-17,ESFP13,Corteza,319.09
1109,2022,31,7,2022-08-17,ESFP13,Acículas,1240.82
1110,2022,31,7,2022-08-17,ESFP13,Piñas,6.82
1111,2022,31,7,2022-08-17,ESFP13,Flores,9.0
1112,2022,31,7,2022-08-17,ESFP13,Heces,1.45
1113,2022,31,7,2022-08-17,ESFP13,Otros,0.36
1114,2022,31,7,2022-08-17,ESFP16,Ramas,1.45
1115,2022,31,7,2022-08-17,ESFP16,Corteza,29.82
1116,2022,31,7,2022-08-17,ESFP16,Acículas,218.82
1117,2022,31,7,2022-08-17,ESFP16,Piñas,2.18
1118,2022,31,7,2022-08-17,ESFP16,Flores,8.0
1119,2022,31,7,2022-08-17,ESFP16,Heces,0.09
1120,2022,31,7,2022-08-17,ESFP16,Otros,0.45
1121,2022,32,8,2022-09-16,ESFP2,Ramas,0.0
1122,2022,32,8,2022-09-16,ESFP2,Corteza,8.64
1123,2022,32,8,2022-09-16,ESFP2,Acículas,253.36
1124,2022,32,8,2022-09-16,ESFP2,Piñas,0.09
1125,2022,32,8,2022-09-16,ESFP2,Flores,2.0
1126,2022,32,8,2022-09-16,ESFP2,Heces,0.0
1127,2022,32,8,2022-09-16,ESFP2,Otros,3.09
1128,2022,32,8,2022-09-16,ESFP5,Ramas,9.64
1129,2022,32,8,2022-09-16,ESFP5,Corteza,76.55
1130,2022,32,8,2022-09-16,ESFP5,Acículas,185.55
1131,2022,32,8,2022-09-16,ESFP5,Piñas,0.09
1132,2022,32,8,2022-09-16,ESFP5,Flores,14.91
1133,2022,32,8,2022-09-16,ESFP5,Heces,0.0
1134,2022,32,8,2022-09-16,ESFP5,Otros,0.18
1135,2022,32,8,2022-09-16,ESFP9,Ramas,0.27
1136,2022,32,8,2022-09-16,ESFP9,Corteza,67.73
1137,2022,32,8,2022-09-16,ESFP9,Acículas,43.18
1138,2022,32,8,2022-09-16,ESFP9,Piñas,3.0
1139,2022,32,8,2022-09-16,ESFP9,Flores,0.0
1140,2022,32,8,2022-09-16,ESFP9,Heces,0.0
1141,2022,32,8,2022-09-16,ESFP9,Otros,0.0
1142,2022,32,8,2022-09-16,ESFP13,Ramas,0.18
1143,2022,32,8,2022-09-16,ESFP13,Corteza,25.91
1144,2022,32,8,2022-09-16,ESFP13,Acículas,129.64
1145,2022,32,8,2022-09-16,ESFP13,Piñas,9.55
1146,2022,32,8,2022-09-16,ESFP13,Flores,0.36
1147,2022,32,8,2022-09-16,ESFP13,Heces,2.73
1148,2022,32,8,2022-09-16,ESFP13,Otros,0.36
1149,2022,32,8,2022-09-16,ESFP16,Ramas,0.0
1150,2022,32,8,2022-09-16,ESFP16,Corteza,54.82
1151,2022,32,8,2022-09-16,ESFP16,Acículas,11.73
1152,2022,32,8,2022-09-16,ESFP16,Piñas,1.18
1153,2022,32,8,2022-09-16,ESFP16,Flores,2.45
1154,2022,32,8,2022-09-16,ESFP16,Heces,0.0
1155,2022,32,8,2022-09-16,ESFP16,Otros,0.0
1156,2022,33,9,2022-10-17,ESFP2,Ramas,0.0
1157,2022,33,9,2022-10-17,ESFP2,Corteza,34.45
1158,2022,33,9,2022-10-17,ESFP2,Acículas,68.36
1159,2022,33,9,2022-10-17,ESFP2,Piñas,5.82
1160,2022,33,9,2022-10-17,ESFP2,Flores,0.91
1161,2022,33,9,2022-10-17,ESFP2,Heces,0.0
1162,2022,33,9,2022-10-17,ESFP2,Otros,2.09
1163,2022,33,9,2022-10-17,ESFP5,Ramas,3.91
1164,2022,33,9,2022-10-17,ESFP5,Corteza,74.73
1165,2022,33,9,2022-10-17,ESFP5,Acículas,185.82
1166,2022,33,9,2022-10-17,ESFP5,Piñas,0.91
1167,2022,33,9,2022-10-17,ESFP5,Flores,15.73
1168,2022,33,9,2022-10-17,ESFP5,Heces,0.0
1169,2022,33,9,2022-10-17,ESFP5,Otros,0.09
1170,2022,33,9,2022-10-17,ESFP9,Ramas,0.0
1171,2022,33,9,2022-10-17,ESFP9,Corteza,81.64
1172,2022,33,9,2022-10-17,ESFP9,Acículas,30.09
1173,2022,33,9,2022-10-17,ESFP9,Piñas,0.36
1174,2022,33,9,2022-10-17,ESFP9,Flores,3.36
1175,2022,33,9,2022-10-17,ESFP9,Heces,0.0
1176,2022,33,9,2022-10-17,ESFP9,Otros,1.55
1177,2022,33,9,2022-10-17,ESFP13,Ramas,0.0
1178,2022,33,9,2022-10-17,ESFP13,Corteza,62.27
1179,2022,33,9,2022-10-17,ESFP13,Acículas,6.0
1180,2022,33,9,2022-10-17,ESFP13,Piñas,4.73
1181,2022,33,9,2022-10-17,ESFP13,Flores,0.27
1182,2022,33,9,2022-10-17,ESFP13,Heces,0.0
1183,2022,33,9,2022-10-17,ESFP13,Otros,0.0
1184,2022,33,9,2022-10-17,ESFP16,Ramas,3.09
1185,2022,33,9,2022-10-17,ESFP16,Corteza,391.64
1186,2022,33,9,2022-10-17,ESFP16,Acículas,33.36
1187,2022,33,9,2022-10-17,ESFP16,Piñas,0.0
1188,2022,33,9,2022-10-17,ESFP16,Flores,9.18
1189,2022,33,9,2022-10-17,ESFP16,Heces,0.0
1190,2022,33,9,2022-10-17,ESFP16,Otros,2.91
1226,2022,35,11,2022-12-16,ESFP2,Ramas,32.18
1227,2022,35,11,2022-12-16,ESFP2,Corteza,46.18
1228,2022,35,11,2022-12-16,ESFP2,Acículas,46.0
1229,2022,35,11,2022-12-16,ESFP2,Piñas,0.0
1230,2022,35,11,2022-12-16,ESFP2,Flores,3.18
1231,2022,35,11,2022-12-16,ESFP2,Heces,0.0
1232,2022,35,11,2022-12-16,ESFP2,Otros,1.45
1233,2022,35,11,2022-12-16,ESFP5,Ramas,0.0
1234,2022,35,11,2022-12-16,ESFP5,Corteza,13.0
1235,2022,35,11,2022-12-16,ESFP5,Acículas,232.73
1236,2022,35,11,2022-12-16,ESFP5,Piñas,0.0
1237,2022,35,11,2022-12-16,ESFP5,Flores,26.73
1238,2022,35,11,2022-12-16,ESFP5,Heces,0.0
1239,2022,35,11,2022-12-16,ESFP5,Otros,52.73
1240,2022,35,11,2022-12-16,ESFP9,Ramas,0.0
1241,2022,35,11,2022-12-16,ESFP9,Corteza,0.27
1242,2022,35,11,2022-12-16,ESFP9,Acículas,0.0
1243,2022,35,11,2022-12-16,ESFP9,Piñas,0.0
1244,2022,35,11,2022-12-16,ESFP9,Flores,0.0
1245,2022,35,11,2022-12-16,ESFP9,Heces,0.0
1246,2022,35,11,2022-12-16,ESFP9,Otros,0.55
1247,2022,35,11,2022-12-16,ESFP13,Ramas,0.0
1248,2022,35,11,2022-12-16,ESFP13,Corteza,15.18
1249,2022,35,11,2022-12-16,ESFP13,Acículas,23.91
1250,2022,35,11,2022-12-16,ESFP13,Piñas,7.64
1251,2022,35,11,2022-12-16,ESFP13,Flores,0.0
1252,2022,35,11,2022-12-16,ESFP13,Heces,0.0
1253,2022,35,11,2022-12-16,ESFP13,Otros,2.0
1254,2022,35,11,2022-12-16,ESFP16,Ramas,0.0
1255,2022,35,11,2022-12-16,ESFP16,Corteza,4.45
1256,2022,35,11,2022-12-16,ESFP16,Acículas,9.18
1257,2022,35,11,2022-12-16,ESFP16,Piñas,2.55
1258,2022,35,11,2022-12-16,ESFP16,Flores,3.73
1259,2022,35,11,2022-12-16,ESFP16,Heces,0.0
1260,2022,35,11,2022-12-16,ESFP16,Otros,0.0
1261,2023,36,1,2023-01-30,ESFP2,Ramas,90.36
1262,2023,36,1,2023-01-30,ESFP2,Corteza,62.09
1263,2023,36,1,2023-01-30,ESFP2,Acículas,5.45
1264,2023,36,1,2023-01-30,ESFP2,Piñas,489.27
1265,2023,36,1,2023-01-30,ESFP2,Flores,0.0
1266,2023,36,1,2023-01-30,ESFP2,Heces,98.0
1267,2023,36,1,2023-01-30,ESFP2,Otros,4.27
1268,2023,36,1,2023-01-30,ESFP5,Ramas,0.0
1269,2023,36,1,2023-01-30,ESFP5,Corteza,7.91
1270,2023,36,1,2023-01-30,ESFP5,Acículas,73.27
1271,2023,36,1,2023-01-30,ESFP5,Piñas,3.91
1272,2023,36,1,2023-01-30,ESFP5,Flores,0.0
1273,2023,36,1,2023-01-30,ESFP5,Heces,35.09
1274,2023,36,1,2023-01-30,ESFP5,Otros,10.45
1275,2023,36,1,2023-01-30,ESFP9,Ramas,0.0
1276,2023,36,1,2023-01-30,ESFP9,Corteza,0.0
1277,2023,36,1,2023-01-30,ESFP9,Acículas,0.0
1278,2023,36,1,2023-01-30,ESFP9,Piñas,15.91
1279,2023,36,1,2023-01-30,ESFP9,Flores,0.0
1280,2023,36,1,2023-01-30,ESFP9,Heces,0.0
1281,2023,36,1,2023-01-30,ESFP9,Otros,0.0
1282,2023,36,1,2023-01-30,ESFP13,Ramas,0.0
1283,2023,36,1,2023-01-30,ESFP13,Corteza,29.18
1284,2023,36,1,2023-01-30,ESFP13,Acículas,0.0
1285,2023,36,1,2023-01-30,ESFP13,Piñas,0.0
1286,2023,36,1,2023-01-30,ESFP13,Flores,0.0
1287,2023,36,1,2023-01-30,ESFP13,Heces,0.0
1288,2023,36,1,2023-01-30,ESFP13,Otros,1.09
1289,2023,36,1,2023-01-30,ESFP16,Ramas,0.0
1290,2023,36,1,2023-01-30,ESFP16,Corteza,122.73
1291,2023,36,1,2023-01-30,ESFP16,Acículas,0.0
1292,2023,36,1,2023-01-30,ESFP16,Piñas,0.0
1293,2023,36,1,2023-01-30,ESFP16,Flores,0.0
1294,2023,36,1,2023-01-30,ESFP16,Heces,0.0
1295,2023,36,1,2023-01-30,ESFP16,Otros,0.0
1296,2023,38,2,2023-02-23,ESFP2,Ramas,0.0
1297,2023,38,2,2023-02-23,ESFP2,Corteza,3.36
1298,2023,38,2,2023-02-23,ESFP2,Acículas,3.64
1299,2023,38,2,2023-02-23,ESFP2,Piñas,0.0
1300,2023,38,2,2023-02-23,ESFP2,Flores,0.0
1301,2023,38,2,2023-02-23,ESFP2,Heces,6.45
1302,2023,38,2,2023-02-23,ESFP2,Otros,1.55
1303,2023,38,2,2023-02-23,ESFP5,Ramas,0.0
1304,2023,38,2,2023-02-23,ESFP5,Corteza,15.73
1305,2023,38,2,2023-02-23,ESFP5,Acículas,0.0
1306,2023,38,2,2023-02-23,ESFP5,Piñas,2.18
1307,2023,38,2,2023-02-23,ESFP5,Flores,3.18
1308,2023,38,2,2023-02-23,ESFP5,Heces,0.18
1309,2023,38,2,2023-02-23,ESFP5,Otros,1.18
1310,2023,38,2,2023-02-23,ESFP9,Ramas,0.0
1311,2023,38,2,2023-02-23,ESFP9,Corteza,1.27
1312,2023,38,2,2023-02-23,ESFP9,Acículas,0.0
1313,2023,38,2,2023-02-23,ESFP9,Piñas,0.45
1314,2023,38,2,2023-02-23,ESFP9,Flores,1.36
1315,2023,38,2,2023-02-23,ESFP9,Heces,0.0
1316,2023,38,2,2023-02-23,ESFP9,Otros,0.0
1317,2023,38,2,2023-02-23,ESFP13,Ramas,0.0
1318,2023,38,2,2023-02-23,ESFP13,Corteza,33.73
1319,2023,38,2,2023-02-23,ESFP13,Acículas,0.64
1320,2023,38,2,2023-02-23,ESFP13,Piñas,1.36
1321,2023,38,2,2023-02-23,ESFP13,Flores,0.0
1322,2023,38,2,2023-02-23,ESFP13,Heces,0.0
1323,2023,38,2,2023-02-23,ESFP13,Otros,0.0
1324,2023,38,2,2023-02-23,ESFP16,Ramas,0.0
1325,2023,38,2,2023-02-23,ESFP16,Corteza,0.0
1326,2023,38,2,2023-02-23,ESFP16,Acículas,0.18
