Fecha,Estacion,Temperatura
2023-02-09 19:02:12,ESFP2,7.247392578125
2023-02-09 21:02:12,ESFP2,6.8612890625
2023-02-09 23:02:12,ESFP2,6.389384765625
2023-02-10 01:02:12,ESFP2,4.844970703125
2023-02-10 03:02:12,ESFP2,4.4588671875
2023-02-10 05:02:12,ESFP2,4.844970703125
2023-02-10 07:02:12,ESFP2,4.63046875
2023-02-10 09:02:12,ESFP2,4.71626953125
2023-02-10 11:02:12,ESFP2,7.97669921875
2023-02-10 13:02:12,ESFP2,8.5773046875
2023-02-10 15:02:12,ESFP2,9.735615234375
2023-02-10 17:02:12,ESFP2,6.60388671875
2023-02-10 19:02:12,ESFP2,5.74587890625
2023-02-10 21:02:12,ESFP2,5.102373046875
2023-02-10 23:02:12,ESFP2,5.74587890625
2023-02-11 01:02:12,ESFP2,5.445576171875
2023-02-11 03:02:12,ESFP2,4.930771484375
2023-02-11 05:02:12,ESFP2,5.273974609375
2023-02-11 07:02:12,ESFP2,5.273974609375
2023-02-11 09:02:12,ESFP2,5.702978515625
2023-02-11 11:02:12,ESFP2,6.560986328125
2023-02-11 13:02:12,ESFP2,9.17791015625
2023-02-11 15:02:12,ESFP2,10.72232421875
2023-02-11 17:02:12,ESFP2,9.735615234375
2023-02-11 19:02:12,ESFP2,8.36280273437499
2023-02-11 21:02:12,ESFP2,7.590595703125
2023-02-11 23:02:12,ESFP2,7.29029296874999
2023-02-12 01:02:12,ESFP2,6.60388671875
2023-02-12 03:02:12,ESFP2,6.560986328125
2023-02-12 05:02:12,ESFP2,6.818388671875
2023-02-12 07:02:12,ESFP2,6.5180859375
2023-02-12 09:02:12,ESFP2,6.818388671875
2023-02-12 11:02:12,ESFP2,8.83470703125
2023-02-12 13:02:12,ESFP2,10.765224609375
2023-02-12 15:02:12,ESFP2,10.851025390625
2023-02-12 17:02:12,ESFP2,10.765224609375
2023-02-12 19:02:12,ESFP2,8.74890625
2023-02-12 21:02:12,ESFP2,7.29029296874999
2023-02-12 23:02:12,ESFP2,6.77548828125
2023-02-13 01:02:12,ESFP2,6.26068359375
2023-02-13 03:02:12,ESFP2,6.6896875
2023-02-13 05:02:12,ESFP2,6.346484375
2023-02-13 07:02:12,ESFP2,6.818388671875
2023-02-13 09:02:12,ESFP2,7.46189453125
2023-02-13 11:02:12,ESFP2,8.9205078125
2023-02-13 13:02:12,ESFP2,10.336220703125
2023-02-13 15:02:12,ESFP2,11.6661328125
2023-02-13 17:02:12,ESFP2,11.194228515625
2023-02-13 19:02:12,ESFP2,9.00630859375
2023-02-13 21:02:12,ESFP2,8.36280273437499
2023-02-13 23:02:12,ESFP2,7.933798828125
2023-02-14 01:02:12,ESFP2,7.590595703125
2023-02-14 03:02:12,ESFP2,7.762197265625
2023-02-14 05:02:12,ESFP2,7.46189453125
2023-02-14 07:02:12,ESFP2,7.333193359375
2023-02-14 09:02:12,ESFP2,7.590595703125
2023-02-14 11:02:12,ESFP2,10.250419921875
2023-02-14 13:02:12,ESFP2,11.108427734375
2023-02-14 15:02:12,ESFP2,12.1809375
2023-02-14 17:02:12,ESFP2,10.507822265625
2023-02-14 19:02:12,ESFP2,9.86431640625
2023-02-14 21:02:12,ESFP2,9.43531249999999
2023-02-14 23:02:12,ESFP2,9.220810546875
2023-02-15 01:02:12,ESFP2,9.135009765625
2023-02-15 03:02:12,ESFP2,9.00630859375
2023-02-15 05:02:12,ESFP2,8.83470703125
2023-02-15 07:02:12,ESFP2,8.74890625
2023-02-15 09:02:12,ESFP2,8.791806640625
2023-02-15 11:02:12,ESFP2,9.907216796875
2023-02-15 13:02:12,ESFP2,10.936826171875
2023-02-15 15:02:12,ESFP2,11.794833984375
2023-02-15 17:02:12,ESFP2,11.022626953125
2023-02-15 19:02:12,ESFP2,9.907216796875
2023-02-15 21:02:12,ESFP2,9.392412109375
2023-02-15 23:02:12,ESFP2,9.00630859375
2023-02-16 01:02:12,ESFP2,8.877607421875
2023-02-16 03:02:12,ESFP2,8.706005859375
2023-02-16 05:02:12,ESFP2,8.191201171875
2023-02-16 07:02:12,ESFP2,8.36280273437499
2023-02-16 09:02:12,ESFP2,8.534404296875
2023-02-16 11:02:12,ESFP2,11.108427734375
2023-02-16 13:02:12,ESFP2,12.43833984375
2023-02-16 15:02:12,ESFP2,14.025654296875
2023-02-16 17:02:12,ESFP2,11.794833984375
2023-02-16 19:02:12,ESFP2,9.9501171875
2023-02-16 21:02:12,ESFP2,9.649814453125
2023-02-16 23:02:12,ESFP2,9.2637109375
2023-02-17 01:02:12,ESFP2,8.9205078125
2023-02-17 03:02:12,ESFP2,8.5773046875
2023-02-17 05:02:12,ESFP2,8.2341015625
2023-02-17 07:02:12,ESFP2,7.8908984375
2023-02-17 09:02:12,ESFP2,8.534404296875
2023-02-17 11:02:12,ESFP2,11.06552734375
2023-02-17 13:02:12,ESFP2,12.95314453125
2023-02-17 15:02:12,ESFP2,14.0685546875
2023-02-17 17:02:12,ESFP2,11.365830078125
2023-02-17 19:02:12,ESFP2,9.993017578125
2023-02-17 21:02:12,ESFP2,9.478212890625
2023-02-17 23:02:12,ESFP2,9.43531249999999
2023-02-18 01:02:12,ESFP2,9.17791015625
2023-02-18 03:02:12,ESFP2,8.877607421875
2023-02-18 05:02:12,ESFP2,8.74890625
2023-02-18 07:02:12,ESFP2,8.5773046875
2023-02-18 09:02:12,ESFP2,8.83470703125
2023-02-18 11:02:12,ESFP2,10.12171875
2023-02-18 13:02:12,ESFP2,12.309638671875
2023-02-18 15:02:12,ESFP2,14.111455078125
2023-02-18 17:02:12,ESFP2,12.481240234375
2023-02-18 19:02:12,ESFP2,9.564013671875
2023-02-18 21:02:12,ESFP2,9.17791015625
2023-02-18 23:02:12,ESFP2,8.31990234375
2023-02-19 01:02:12,ESFP2,6.818388671875
2023-02-19 03:02:12,ESFP2,8.105400390625
2023-02-19 05:02:12,ESFP2,9.649814453125
2023-02-19 07:02:12,ESFP2,9.9501171875
2023-02-19 09:02:12,ESFP2,9.86431640625
2023-02-19 11:02:12,ESFP2,12.395439453125
2023-02-19 13:02:12,ESFP2,14.15435546875
2023-02-19 15:02:12,ESFP2,15.87037109375
2023-02-19 17:02:12,ESFP2,14.025654296875
2023-02-19 19:02:12,ESFP2,10.464921875
2023-02-19 21:02:12,ESFP2,9.52111328125
2023-02-19 23:02:12,ESFP2,8.405703125
2023-02-20 01:02:12,ESFP2,8.534404296875
2023-02-20 03:02:12,ESFP2,8.5773046875
2023-02-20 05:02:12,ESFP2,9.478212890625
2023-02-20 07:02:12,ESFP2,9.049208984375
2023-02-20 09:02:12,ESFP2,10.72232421875
2023-02-20 11:02:12,ESFP2,12.86734375
2023-02-20 13:02:12,ESFP2,15.0981640625
2023-02-20 15:02:12,ESFP2,15.69876953125
2023-02-20 17:02:12,ESFP2,13.7253515625
2023-02-20 19:02:12,ESFP2,10.20751953125
2023-02-20 21:02:12,ESFP2,9.564013671875
2023-02-20 23:02:12,ESFP2,9.34951171875
2023-02-21 01:02:12,ESFP2,9.34951171875
2023-02-21 03:02:12,ESFP2,7.847998046875
2023-02-21 05:02:12,ESFP2,9.00630859375
2023-02-21 07:02:12,ESFP2,10.765224609375
2023-02-21 09:02:12,ESFP2,10.2933203125
2023-02-21 11:02:12,ESFP2,11.837734375
2023-02-21 13:02:12,ESFP2,16.72837890625
2023-02-21 15:02:12,ESFP2,14.368857421875
2023-02-21 17:02:12,ESFP2,12.824443359375
2023-02-21 19:02:12,ESFP2,13.682451171875
2023-02-21 21:02:12,ESFP2,14.0685546875
2023-02-21 23:02:12,ESFP2,13.7253515625
2023-02-22 01:02:12,ESFP2,13.81115234375
2023-02-22 03:02:12,ESFP2,13.55375
2023-02-22 05:02:12,ESFP2,12.395439453125
2023-02-22 07:02:12,ESFP2,13.12474609375
2023-02-22 09:02:12,ESFP2,13.896953125
2023-02-22 11:02:12,ESFP2,17.457685546875
2023-02-22 13:02:12,ESFP2,19.087900390625
2023-02-22 15:02:12,ESFP2,18.35859375
2023-02-22 17:02:12,ESFP2,16.38517578125
2023-02-22 19:02:12,ESFP2,14.7549609375
2023-02-22 21:02:12,ESFP2,14.712060546875
2023-02-22 23:02:12,ESFP2,11.6661328125
2023-02-23 01:02:12,ESFP2,10.851025390625
2023-02-23 03:02:12,ESFP2,9.135009765625
2023-02-23 05:02:12,ESFP2,8.791806640625
2023-02-23 07:02:12,ESFP2,8.877607421875
2023-02-23 09:02:12,ESFP2,9.778515625
2023-02-23 11:02:12,ESFP2,11.537431640625
2023-02-23 13:02:12,ESFP2,15.141064453125
2023-02-23 15:02:12,ESFP2,12.824443359375
2023-02-23 17:02:12,ESFP2,11.966435546875
2023-02-23 19:02:12,ESFP2,11.108427734375
2023-02-23 21:02:12,ESFP2,10.20751953125
2023-02-23 23:02:12,ESFP2,10.422021484375
2023-02-24 01:02:12,ESFP2,9.69271484375
2023-02-24 03:02:12,ESFP2,8.405703125
2023-02-24 05:02:12,ESFP2,7.63349609375
2023-02-24 07:02:12,ESFP2,7.418994140625
2023-02-24 09:02:12,ESFP2,7.075791015625
2023-02-24 11:02:12,ESFP2,9.778515625
2023-02-24 13:02:12,ESFP2,9.9501171875
2023-02-24 15:02:12,ESFP2,12.86734375
2023-02-24 17:02:12,ESFP2,12.3525390625
2023-02-24 19:02:12,ESFP2,8.14830078125
2023-02-24 21:02:12,ESFP2,7.418994140625
2023-02-24 23:02:12,ESFP2,7.8908984375
2023-02-25 01:02:12,ESFP2,7.247392578125
2023-02-25 03:02:12,ESFP2,7.46189453125
2023-02-25 05:02:12,ESFP2,8.2341015625
2023-02-25 07:02:12,ESFP2,7.504794921875
2023-02-25 09:02:12,ESFP2,8.963408203125
2023-02-25 11:02:12,ESFP2,12.60994140625
2023-02-25 13:02:12,ESFP2,12.3525390625
2023-02-25 15:02:12,ESFP2,9.52111328125
2023-02-25 17:02:12,ESFP2,6.94708984375
2023-02-25 19:02:12,ESFP2,7.590595703125
2023-02-25 21:02:12,ESFP2,6.5180859375
2023-02-25 23:02:12,ESFP2,7.161591796875
2023-02-26 01:02:12,ESFP2,7.37609375
2023-02-26 03:02:12,ESFP2,7.032890625
2023-02-26 05:02:12,ESFP2,7.504794921875
2023-02-26 07:02:12,ESFP2,6.346484375
2023-02-26 09:02:12,ESFP2,7.2044921875
2023-02-26 11:02:12,ESFP2,10.89392578125
2023-02-26 13:02:12,ESFP2,12.524140625
2023-02-26 15:02:12,ESFP2,14.7549609375
2023-02-26 17:02:12,ESFP2,13.896953125
2023-02-26 19:02:12,ESFP2,10.507822265625
2023-02-26 21:02:12,ESFP2,10.20751953125
2023-02-26 23:02:12,ESFP2,10.37912109375
2023-02-27 01:02:12,ESFP2,7.46189453125
2023-02-27 03:02:12,ESFP2,5.874580078125
2023-02-27 05:02:12,ESFP2,4.973671875
2023-02-27 07:02:12,ESFP2,3.300556640625
2023-02-27 09:02:12,ESFP2,3.34345703125
2023-02-27 11:02:12,ESFP2,6.475185546875
2023-02-27 13:02:12,ESFP2,7.5476953125
2023-02-27 15:02:12,ESFP2,9.392412109375
2023-02-27 17:02:12,ESFP2,8.706005859375
2023-02-27 19:02:12,ESFP2,6.904189453125
2023-02-27 21:02:12,ESFP2,6.1748828125
2023-02-27 23:02:12,ESFP2,3.729560546875
2023-02-28 01:02:12,ESFP2,2.48544921875
2023-02-28 03:02:12,ESFP2,3.815361328125
2023-02-28 05:02:12,ESFP2,2.356748046875
2023-02-28 07:02:12,ESFP2,0.726533203125001
2023-02-28 09:02:12,ESFP2,3.643759765625
2023-02-28 11:02:12,ESFP2,8.191201171875
2023-02-28 13:02:12,ESFP2,11.23712890625
2023-02-28 15:02:12,ESFP2,14.32595703125
2023-02-28 17:02:12,ESFP2,10.20751953125
2023-02-28 19:02:12,ESFP2,7.933798828125
2023-02-28 21:02:12,ESFP2,7.97669921875
2023-02-28 23:02:12,ESFP2,7.676396484375
2023-03-01 01:02:12,ESFP2,7.032890625
2023-03-01 03:02:12,ESFP2,5.91748046875
2023-03-01 05:02:12,ESFP2,5.531376953125
2023-03-01 07:02:12,ESFP2,5.188173828125
2023-03-01 09:02:12,ESFP2,5.660078125
2023-03-01 11:02:12,ESFP2,11.880634765625
2023-03-01 13:02:12,ESFP2,12.652841796875
2023-03-01 15:02:12,ESFP2,13.12474609375
2023-03-01 17:02:12,ESFP2,11.537431640625
2023-03-01 19:02:12,ESFP2,8.277001953125
2023-03-01 21:02:12,ESFP2,6.21778320312499
2023-03-01 23:02:12,ESFP2,2.914453125
2023-03-02 01:02:12,ESFP2,1.28423828125
2023-03-02 03:02:12,ESFP2,3.643759765625
2023-03-02 05:02:12,ESFP2,4.63046875
2023-03-02 07:02:12,ESFP2,4.71626953125
2023-03-02 09:02:12,ESFP2,4.587568359375
2023-03-02 11:02:12,ESFP2,8.74890625
2023-03-02 13:02:12,ESFP2,10.12171875
2023-03-02 15:02:12,ESFP2,11.6661328125
2023-03-02 17:02:12,ESFP2,10.89392578125
2023-03-02 19:02:12,ESFP2,7.5476953125
2023-03-02 21:02:12,ESFP2,7.5476953125
2023-03-02 23:02:12,ESFP2,7.46189453125
2023-03-03 01:02:12,ESFP2,7.63349609375
2023-03-03 03:02:12,ESFP2,8.019599609375
2023-03-03 05:02:12,ESFP2,7.847998046875
2023-03-03 07:02:12,ESFP2,8.2341015625
2023-03-03 09:02:12,ESFP2,7.11869140625
2023-03-03 11:02:12,ESFP2,10.808125
2023-03-03 13:02:12,ESFP2,14.0685546875
2023-03-03 15:02:12,ESFP2,14.712060546875
2023-03-03 17:02:12,ESFP2,11.6661328125
2023-03-03 19:02:12,ESFP2,8.877607421875
2023-03-03 21:02:12,ESFP2,7.161591796875
2023-03-03 23:02:12,ESFP2,6.732587890625
2023-03-04 01:02:12,ESFP2,6.904189453125
2023-03-04 03:02:12,ESFP2,5.960380859375
2023-03-04 05:02:12,ESFP2,6.989990234375
2023-03-04 07:02:12,ESFP2,6.08908203125
2023-03-04 09:02:12,ESFP2,7.933798828125
2023-03-04 11:02:12,ESFP2,11.92353515625
2023-03-04 13:02:12,ESFP2,13.210546875
2023-03-04 15:02:12,ESFP2,13.0389453125
2023-03-04 17:02:12,ESFP2,10.765224609375
2023-03-04 19:02:12,ESFP2,8.5773046875
2023-03-04 21:02:12,ESFP2,8.2341015625
2023-03-04 23:02:12,ESFP2,8.2341015625
2023-03-05 01:02:12,ESFP2,8.105400390625
2023-03-05 03:02:12,ESFP2,7.933798828125
2023-03-05 05:02:12,ESFP2,8.534404296875
2023-03-05 07:02:12,ESFP2,8.9205078125
2023-03-05 09:02:12,ESFP2,9.2637109375
2023-03-05 11:02:12,ESFP2,13.7253515625
2023-03-05 13:02:12,ESFP2,13.596650390625
2023-03-05 15:02:12,ESFP2,14.540458984375
2023-03-05 17:02:12,ESFP2,12.223837890625
2023-03-05 19:02:12,ESFP2,10.55072265625
2023-03-05 21:02:12,ESFP2,10.422021484375
2023-03-05 23:02:12,ESFP2,10.593623046875
2023-03-06 01:02:12,ESFP2,7.719296875
2023-03-06 03:02:12,ESFP2,8.66310546875
2023-03-06 05:02:12,ESFP2,10.03591796875
2023-03-06 07:02:12,ESFP2,10.765224609375
2023-03-06 09:02:12,ESFP2,11.837734375
2023-03-06 11:02:12,ESFP2,14.969462890625
2023-03-06 13:02:12,ESFP2,16.256474609375
2023-03-06 15:02:12,ESFP2,18.744697265625
2023-03-06 17:02:12,ESFP2,14.84076171875
2023-03-06 19:02:12,ESFP2,11.966435546875
2023-03-06 21:02:12,ESFP2,13.0389453125
2023-03-06 23:02:12,ESFP2,13.46794921875
2023-03-07 01:02:12,ESFP2,13.7253515625
2023-03-07 03:02:12,ESFP2,13.167646484375
2023-03-07 05:02:12,ESFP2,13.854052734375
2023-03-07 07:02:12,ESFP2,14.368857421875
2023-03-07 09:02:12,ESFP2,15.312666015625
2023-03-07 11:02:12,ESFP2,16.89998046875
2023-03-07 13:02:12,ESFP2,18.95919921875
2023-03-07 15:02:12,ESFP2,21.790625
2023-03-07 17:02:12,ESFP2,21.6190234375
2023-03-07 19:02:12,ESFP2,17.028681640625
2023-03-07 21:02:12,ESFP2,15.827470703125
2023-03-07 23:02:12,ESFP2,15.52716796875
2023-03-08 01:02:12,ESFP2,14.368857421875
2023-03-08 03:02:12,ESFP2,14.24015625
2023-03-08 05:02:12,ESFP2,14.49755859375
2023-03-08 07:02:12,ESFP2,13.55375
2023-03-08 09:02:12,ESFP2,15.055263671875
2023-03-08 11:02:12,ESFP2,20.16041015625
2023-03-08 13:02:12,ESFP2,20.289111328125
2023-03-08 15:02:12,ESFP2,21.53322265625
2023-03-08 17:02:12,ESFP2,18.573095703125
2023-03-08 19:02:12,ESFP2,19.173701171875
2023-03-08 21:02:12,ESFP2,20.4178125
2023-03-08 23:02:12,ESFP2,19.30240234375
2023-03-09 01:02:12,ESFP2,17.886689453125
2023-03-09 03:02:12,ESFP2,17.800888671875
2023-03-09 05:02:12,ESFP2,16.4709765625
2023-03-09 07:02:12,ESFP2,16.1277734375
2023-03-09 09:02:12,ESFP2,16.942880859375
2023-03-09 11:02:12,ESFP2,18.27279296875
2023-03-09 13:02:12,ESFP2,16.299375
2023-03-09 15:02:12,ESFP2,19.173701171875
2023-03-09 17:02:12,ESFP2,17.972490234375
2023-03-09 19:02:12,ESFP2,18.015390625
2023-03-09 21:02:12,ESFP2,18.27279296875
2023-03-09 23:02:12,ESFP2,18.058291015625
2023-03-10 01:02:12,ESFP2,16.857080078125
2023-03-10 03:02:12,ESFP2,16.685478515625
2023-03-10 05:02:12,ESFP2,16.89998046875
2023-03-10 07:02:12,ESFP2,16.55677734375
2023-03-10 09:02:12,ESFP2,16.170673828125
2023-03-10 11:02:12,ESFP2,20.761015625
2023-03-10 13:02:12,ESFP2,24.493349609375
2023-03-10 15:02:12,ESFP2,22.9918359375
2023-03-10 17:02:12,ESFP2,20.546513671875
2023-03-10 19:02:12,ESFP2,19.602705078125
2023-03-10 21:02:12,ESFP2,19.602705078125
2023-03-10 23:02:12,ESFP2,19.345302734375
2023-03-11 01:02:12,ESFP2,18.8733984375
2023-03-11 03:02:12,ESFP2,17.8437890625
2023-03-11 05:02:12,ESFP2,16.72837890625
2023-03-11 07:02:12,ESFP2,17.629287109375
2023-03-11 09:02:12,ESFP2,16.642578125
2023-03-11 11:02:12,ESFP2,22.948935546875
2023-03-11 13:02:12,ESFP2,26.0806640625
2023-03-11 15:02:12,ESFP2,23.84984375
2023-03-11 17:02:12,ESFP2,19.81720703125
2023-03-11 19:02:12,ESFP2,20.546513671875
2023-03-11 21:02:12,ESFP2,19.13080078125
2023-03-11 23:02:12,ESFP2,18.1869921875
2023-03-12 01:02:12,ESFP2,18.315693359375
2023-03-12 03:02:12,ESFP2,18.487294921875
2023-03-12 05:02:12,ESFP2,17.5005859375
2023-03-12 07:02:12,ESFP2,16.942880859375
2023-03-12 09:02:12,ESFP2,17.1573828125
2023-03-12 11:02:12,ESFP2,21.919326171875
2023-03-12 13:02:12,ESFP2,23.93564453125
2023-03-12 15:02:12,ESFP2,22.863134765625
2023-03-12 17:02:12,ESFP2,20.374912109375
2023-03-12 19:02:12,ESFP2,17.972490234375
2023-03-12 21:02:12,ESFP2,18.573095703125
2023-03-12 23:02:12,ESFP2,19.388203125
2023-03-13 01:02:12,ESFP2,19.345302734375
2023-03-13 03:02:12,ESFP2,19.2166015625
2023-03-13 05:02:12,ESFP2,15.827470703125
2023-03-13 07:02:12,ESFP2,16.04197265625
2023-03-13 09:02:12,ESFP2,18.744697265625
2023-03-13 11:02:12,ESFP2,23.3350390625
2023-03-13 13:02:12,ESFP2,22.73443359375
2023-03-13 15:02:12,ESFP2,21.53322265625
2023-03-13 17:02:12,ESFP2,19.64560546875
2023-03-13 19:02:12,ESFP2,21.19001953125
2023-03-13 21:02:12,ESFP2,22.56283203125
2023-03-13 23:02:12,ESFP2,21.53322265625
2023-03-14 01:02:12,ESFP2,19.9030078125
2023-03-14 03:02:12,ESFP2,17.886689453125
2023-03-14 05:02:12,ESFP2,13.768251953125
2023-03-14 07:02:12,ESFP2,12.567041015625
2023-03-14 09:02:12,ESFP2,14.197255859375
2023-03-14 11:02:12,ESFP2,19.47400390625
2023-03-14 13:02:12,ESFP2,20.889716796875
2023-03-14 15:02:12,ESFP2,20.203310546875
2023-03-14 17:02:12,ESFP2,17.5005859375
2023-03-14 19:02:12,ESFP2,14.797861328125
2023-03-14 21:02:12,ESFP2,15.827470703125
2023-03-14 23:02:12,ESFP2,15.312666015625
2023-03-15 01:02:12,ESFP2,14.797861328125
2023-03-15 03:02:12,ESFP2,13.510849609375
2023-03-15 05:02:12,ESFP2,12.0093359375
2023-03-15 07:02:12,ESFP2,12.395439453125
2023-03-15 09:02:12,ESFP2,12.6957421875
2023-03-15 11:02:12,ESFP2,18.315693359375
2023-03-15 13:02:12,ESFP2,21.232919921875
2023-03-15 15:02:12,ESFP2,22.434130859375
2023-03-15 17:02:12,ESFP2,18.5301953125
2023-03-15 19:02:12,ESFP2,15.18396484375
2023-03-15 21:02:12,ESFP2,13.29634765625
2023-03-15 23:02:12,ESFP2,11.75193359375
2023-03-16 01:02:12,ESFP2,12.652841796875
2023-03-16 03:02:12,ESFP2,11.151328125
2023-03-16 05:02:12,ESFP2,11.3229296875
2023-03-16 07:02:12,ESFP2,11.151328125
2023-03-16 09:02:12,ESFP2,11.23712890625
